file_num,location,latitude,longitude,budget_usd,roof_area_m2,roof_length_m,roof_breadth_m,rate_plan,panel_brand,num_evs,num_people,num_daytime_occupants
200,Coronado,32.6859,-117.1831,5000,100,10,10,TOU_DR,Canadian Solar,0,2,1
201,Coronado,32.6859,-117.1831,5000,100,10,10,TOU_DR,Aiko Solar,0,2,1
202,Coronado,32.6859,-117.1831,10000,100,10,10,TOU_DR,REC Group,0,2,1
203,Coronado,32.6859,-117.1831,10000,100,10,10,TOU_DR,Canadian Solar,0,2,1
204,Coronado,32.6859,-117.1831,10000,100,10,10,TOU_DR,Aiko Solar,0,2,1
205,Coronado,32.6859,-117.1831,15000,100,10,10,TOU_DR,REC Group,0,2,1
206,Coronado,32.6859,-117.1831,15000,100,10,10,TOU_DR,Canadian Solar,0,2,1
207,Coronado,32.6859,-117.1831,15000,100,10,10,TOU_DR,Aiko Solar,0,2,1
208,Coronado,32.6859,-117.1831,5000,150,10,15,TOU_DR,REC Group,0,2,1
209,Coronado,32.6859,-117.1831,5000,150,10,15,TOU_DR,Canadian Solar,0,2,1
210,Coronado,32.6859,-117.1831,5000,150,10,15,TOU_DR,Aiko Solar,0,2,1
211,Coronado,32.6859,-117.1831,10000,150,10,15,TOU_DR,REC Group,0,2,1
212,Coronado,32.6859,-117.1831,10000,150,10,15,TOU_DR,Canadian Solar,0,2,1
213,Coronado,32.6859,-117.1831,10000,150,10,15,TOU_DR,Aiko Solar,0,2,1
214,Coronado,32.6859,-117.1831,15000,150,10,15,TOU_DR,REC Group,0,2,1
215,Coronado,32.6859,-117.1831,15000,150,10,15,TOU_DR,Canadian Solar,0,2,1
216,Coronado,32.6859,-117.1831,15000,150,10,15,TOU_DR,Aiko Solar,0,2,1
217,Coronado,32.6859,-117.1831,5000,75,15,5,TOU_DR,REC Group,0,2,1
218,Coronado,32.6859,-117.1831,5000,75,15,5,TOU_DR,Canadian Solar,0,2,1
219,Coronado,32.6859,-117.1831,5000,75,15,5,TOU_DR,Aiko Solar,0,2,1
220,Coronado,32.6859,-117.1831,10000,75,15,5,TOU_DR,REC Group,0,2,1
221,Coronado,32.6859,-117.1831,10000,75,15,5,TOU_DR,Canadian Solar,0,2,1
222,Coronado,32.6859,-117.1831,10000,75,15,5,TOU_DR,Aiko Solar,0,2,1
223,Coronado,32.6859,-117.1831,15000,75,15,5,TOU_DR,REC Group,0,2,1
224,Coronado,32.6859,-117.1831,15000,75,15,5,TOU_DR,Canadian Solar,0,2,1
225,Coronado,32.6859,-117.1831,15000,75,15,5,TOU_DR,Aiko Solar,0,2,1
226,Coronado,32.6859,-117.1831,5000,150,15,10,TOU_DR,REC Group,0,2,1
227,Coronado,32.6859,-117.1831,5000,150,15,10,TOU_DR,Canadian Solar,0,2,1
228,Coronado,32.6859,-117.1831,5000,150,15,10,TOU_DR,Aiko Solar,0,2,1
229,Coronado,32.6859,-117.1831,10000,150,15,10,TOU_DR,REC Group,0,2,1
230,Coronado,32.6859,-117.1831,10000,150,15,10,TOU_DR,Canadian Solar,0,2,1
231,Coronado,32.6859,-117.1831,10000,150,15,10,TOU_DR,Aiko Solar,0,2,1
232,Coronado,32.6859,-117.1831,15000,150,15,10,TOU_DR,REC Group,0,2,1
233,Coronado,32.6859,-117.1831,15000,150,15,10,TOU_DR,Canadian Solar,0,2,1
234,Coronado,32.6859,-117.1831,15000,150,15,10,TOU_DR,Aiko Solar,0,2,1
235,Coronado,32.6859,-117.1831,5000,225,15,15,TOU_DR,REC Group,0,2,1
236,Coronado,32.6859,-117.1831,5000,225,15,15,TOU_DR,Canadian Solar,0,2,1
237,Coronado,32.6859,-117.1831,5000,225,15,15,TOU_DR,Aiko Solar,0,2,1
238,Coronado,32.6859,-117.1831,10000,225,15,15,TOU_DR,REC Group,0,2,1
239,Coronado,32.6859,-117.1831,10000,225,15,15,TOU_DR,Canadian Solar,0,2,1
240,Coronado,32.6859,-117.1831,10000,225,15,15,TOU_DR,Aiko Solar,0,2,1
241,Coronado,32.6859,-117.1831,15000,225,15,15,TOU_DR,REC Group,0,2,1
242,Coronado,32.6859,-117.1831,15000,225,15,15,TOU_DR,Canadian Solar,0,2,1
243,Coronado,32.6859,-117.1831,15000,225,15,15,TOU_DR,Aiko Solar,0,2,1
